Question ID,Question,RAG Answer,Reference Answer,LLM Model,Embedding Model,Chunk Size,Context Quality (1-5),Answer Relevance (1-5),Answer Correctness (1-5),Faithfulness to Context (1-5),Notes
9,"9. Ich habe auf meinen Grundstück einen Bauplatz bewilligen lassen. Die Stadt Wien sagt, ich muss davon einen Teil abtreten, um den Ausbau der Straße zu ermöglichen. Bekomme ich dafür eine Entschädigung?","Ja, du erhältst eine Entschädigung, sofern die abgetretene Fläche über die Ergänzungsstreifen hinausgeht.","9. Nach §17 BauO besteht eine Verpflichtung zur Abtretung von ""nach Maßgabe der Baulinien zu den Verkehrsflächen entfallenden Grundflächen bei beiderseitiger Bebauungsmöglichkeit bis zur Achse der Verkehrsfläche, bei einseitiger Bebauungsmöglichkeit bis zur ganzen Breite der Verkehrsfläche, in beiden Fällen aber nur bis zu 20 m, senkrecht zur Baulinie und von dieser aus gemessen"" bei Schaffung von neuen Bauplätzen. Dieser Übertrag ist lastenfrei und entgeltlos durchzuführen, soweit nach Abs 5 die Abtretung nicht mehr als 30 % der Fläche beträgt.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.125,,,,,
10,10. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 50 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"Nach Fertigstellung muss ein Baum auf der Gartenfläche gepflanzt werden, da das Schwimmbad unter 60 m³ liegt.","10. Ein Schwimmbad mit 50m³ (vorausgesetzt die anderen Anforderungen sind auch erfüllt: Abstand von mindestens 3 m von Nachbargrenzen sowie oberste Abschluss des Beckens nicht mehr als 1,50 m über dem angrenzenden Gelände) braucht nach §62a Z 22 keine Bewilligung, daher auch keine Fertigstellungsanzeige nach §128 Abs 1.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.125,,,,,
11,11. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 65 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"Da das Schwimmbecken 65 m³ Rauminhalt hat, ist es nicht zulässig und muss entfernt werden.","11. Bei einem Schwimmbad mit über 60 m² greift die Ausnahme §62a Z 22 nicht mehr, daher Fertigstellungsanzeige nach §128.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.125,,,,,
1,1. Wie hoch darf ein Gebäude in Bauklasse I gemäß Artikel IV in Wien sein?,"Ein Gebäude in Bauklasse I darf in Wien mindestens 2,5 Meter und höchstens 9 Meter hoch sein.
","1. Ein Gebäude in Bauklasse I darf maximal 7,50 Meter hoch sein.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,,,,,
2,2. Welche maximale Dachneigung ist in Gartensiedlungsgebieten zulässig in Wien?,In Gartensiedlungsgebieten in Wien ist eine Dachneigung von maximal 25 Grad zulässig.,2. Die maximale Dachneigung beträgt 25 Grad.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,,,,,
3,3. Wie lautet die Definition von Einkaufszentren nach der Bauordnung der Stadt Wien?,"Einkaufszentren sind Bauvorhaben mit Verkaufsräumen, die über 1.600 m² bzw. 1.000 m² in bestimmten Gebieten messen.
","3. Einkaufszentren sind Bauvorhaben mit Räumen, die überwiegend für das Ausstellen und den Verkauf von Waren beziehungsweise für das damit im Zusammenhang stehende Erbringen von Dienstleistungen bestimmt sind, soweit die Fläche dieser Räume zusammen mehr als 1.600 m², im „Gemischten Baugebiet – Betriebsbaugebiet“ mehr als 1.000 m² beträgt.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,,,,,
4,4. Wie weit dürfen Keller- und Grundmauern vor der Baulinie oder Straßenfluchtlinie hervorragen?,Keller- und Grundmauern dürfen bis zu 20 Zentimetern vor der Baulinie oder Straßenfluchtlinie vorragen.,4. Laut §83 1 a dürfen sie 20cm hervorragen.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,,,,,
5,5. Mein Bauwerk überschreitet die Höhe von 26m mit einer Bauhöhe von 30m. Kann ich dafür ein vereinfachtes Baubewilligungsverfahren erhalten?,"Nein, bei einer Gebäudehöhe von 30 Metern ist kein vereinfachtes Baubewilligungsverfahren möglich.","5. Nein, laut §70a Vom vereinfachten Baubewilligungsverfahren ausgenommen sind:9. Bauwerke, deren Höhe 26 m überschreitet;",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,,,,,
6,6. Wie viel Abstand muss zwischen meinem Fenster und den Grenzen des Nachbagrundstücks sein?,"Fenster, die gegen Nachbargrenzen gerichtet sind, müssen mindestens zwei Meter Abstand halten.",6. §79 Abs 2: Der Abstand muss 2 meter von der Grenze sein außer bei öffentlichen Erholungsflächen.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,,,,,
7,7. Darf ich in Wien einen Werkzeugschupppen auf meinem als Baufläche gewidmeten Grundstück errichten. Der Schuppen soll 2 mal 3 Meter groß und 2 Meter hoch werden.,"Ja, ein 2x3 Meter großer, 2 Meter hoher Werkzeugschuppen ist wahrscheinlich auf Ihrem Grundstück zulässig.
","7. Nein, das darfst du nicht, weil §62a Abs 1 Z 5 WBauO.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,,,,,
8,"8. Ich möchte auf einem Grundstück der Bauklasse I ein Haus bauen. Das Haus hat an der Oberfläche einen Grundriss von 250 m², unterirdisch wird jedoch ein großer Weinkeller mit 360 m² Grundriss gebaut. Ist dieser Bau zulässig?","Nein, dieser Bau ist nicht zulässig, da die bebaute Fläche maximal 350 m² betragen darf.","8. Mit 250 m² sind wir nach §76 Abs 10 noch in der maximalen Bebauung in der Bauklasse 1, der Keller zählt nach §80 nicht dazu, wäre aber oberirdisch zu groß",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,,,,,
9,"9. Ich habe auf meinen Grundstück einen Bauplatz bewilligen lassen. Die Stadt Wien sagt, ich muss davon einen Teil abtreten, um den Ausbau der Straße zu ermöglichen. Bekomme ich dafür eine Entschädigung?","Ja, du hast Anspruch auf Entschädigung für die abgetretenen Verkehrsflächen, sofern bestimmte Voraussetzungen erfüllt sind.","9. Nach §17 BauO besteht eine Verpflichtung zur Abtretung von ""nach Maßgabe der Baulinien zu den Verkehrsflächen entfallenden Grundflächen bei beiderseitiger Bebauungsmöglichkeit bis zur Achse der Verkehrsfläche, bei einseitiger Bebauungsmöglichkeit bis zur ganzen Breite der Verkehrsfläche, in beiden Fällen aber nur bis zu 20 m, senkrecht zur Baulinie und von dieser aus gemessen"" bei Schaffung von neuen Bauplätzen. Dieser Übertrag ist lastenfrei und entgeltlos durchzuführen, soweit nach Abs 5 die Abtretung nicht mehr als 30 % der Fläche beträgt.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,,,,,
10,10. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 50 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,Nach Fertigstellung muss das Schwimmbad einen Abstand von mindestens drei Metern zu Nachbargrundstücken einhalten.,"10. Ein Schwimmbad mit 50m³ (vorausgesetzt die anderen Anforderungen sind auch erfüllt: Abstand von mindestens 3 m von Nachbargrenzen sowie oberste Abschluss des Beckens nicht mehr als 1,50 m über dem angrenzenden Gelände) braucht nach §62a Z 22 keine Bewilligung, daher auch keine Fertigstellungsanzeige nach §128 Abs 1.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,,,,,
11,11. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 65 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"Da das Schwimmbecken 65 m³ Rauminhalt hat, ist es nicht zulässig und muss entfernt werden.","11. Bei einem Schwimmbad mit über 60 m² greift die Ausnahme §62a Z 22 nicht mehr, daher Fertigstellungsanzeige nach §128.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,,,,,
1,1. Wie hoch darf ein Gebäude in Bauklasse I gemäß Artikel IV in Wien sein?,"Ein Gebäude in Bauklasse I darf in Wien mindestens 2,5 Meter und höchstens 9 Meter hoch sein.
","1. Ein Gebäude in Bauklasse I darf maximal 7,50 Meter hoch sein.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,,,,,
2,2. Welche maximale Dachneigung ist in Gartensiedlungsgebieten zulässig in Wien?,In Gartensiedlungsgebieten ist eine Dachneigung von maximal 25 Grad zulässig in Wien.,2. Die maximale Dachneigung beträgt 25 Grad.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,,,,,
3,3. Wie lautet die Definition von Einkaufszentren nach der Bauordnung der Stadt Wien?,"Einkaufszentren sind Bauvorhaben mit Verkaufsräumen über 1.600 m², oder 1.000 m² in bestimmten Gebieten.
","3. Einkaufszentren sind Bauvorhaben mit Räumen, die überwiegend für das Ausstellen und den Verkauf von Waren beziehungsweise für das damit im Zusammenhang stehende Erbringen von Dienstleistungen bestimmt sind, soweit die Fläche dieser Räume zusammen mehr als 1.600 m², im „Gemischten Baugebiet – Betriebsbaugebiet“ mehr als 1.000 m² beträgt.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,,,,,
4,4. Wie weit dürfen Keller- und Grundmauern vor der Baulinie oder Straßenfluchtlinie hervorragen?,Keller- und Grundmauern dürfen bis zu 20 Zentimetern vor der Baulinie oder Straßenfluchtlinie vorragen.,4. Laut §83 1 a dürfen sie 20cm hervorragen.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,,,,,
5,5. Mein Bauwerk überschreitet die Höhe von 26m mit einer Bauhöhe von 30m. Kann ich dafür ein vereinfachtes Baubewilligungsverfahren erhalten?,"Nein, aufgrund der Höhe von 30 Metern ist ein vereinfachtes Baubewilligungsverfahren ausgeschlossen.
","5. Nein, laut §70a Vom vereinfachten Baubewilligungsverfahren ausgenommen sind:9. Bauwerke, deren Höhe 26 m überschreitet;",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,,,,,
6,6. Wie viel Abstand muss zwischen meinem Fenster und den Grenzen des Nachbagrundstücks sein?,"Fenster, die gegen Nachbargrenzen gerichtet sind, müssen mindestens 2 Meter Abstand haben.
",6. §79 Abs 2: Der Abstand muss 2 meter von der Grenze sein außer bei öffentlichen Erholungsflächen.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,,,,,
7,7. Darf ich in Wien einen Werkzeugschupppen auf meinem als Baufläche gewidmeten Grundstück errichten. Der Schuppen soll 2 mal 3 Meter groß und 2 Meter hoch werden.,"Obwohl die Texte keine direkte Antwort geben, ist ein kleiner Schuppen wahrscheinlich unter Einhaltung der Abstandsflächen und Bauvorschriften zulässig.
","7. Nein, das darfst du nicht, weil §62a Abs 1 Z 5 WBauO.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,,,,,
8,"8. Ich möchte auf einem Grundstück der Bauklasse I ein Haus bauen. Das Haus hat an der Oberfläche einen Grundriss von 250 m², unterirdisch wird jedoch ein großer Weinkeller mit 360 m² Grundriss gebaut. Ist dieser Bau zulässig?","Der Bau ist zulässig, da die bebaute Fläche von 250 m² unter dem Limit von 350 m² für Bauklasse I liegt.
","8. Mit 250 m² sind wir nach §76 Abs 10 noch in der maximalen Bebauung in der Bauklasse 1, der Keller zählt nach §80 nicht dazu, wäre aber oberirdisch zu groß",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,,,,,
9,"9. Ich habe auf meinen Grundstück einen Bauplatz bewilligen lassen. Die Stadt Wien sagt, ich muss davon einen Teil abtreten, um den Ausbau der Straße zu ermöglichen. Bekomme ich dafür eine Entschädigung?","Ja, du hast Anspruch auf Entschädigung, wenn die abgetretene Fläche den neuen Bebauungsplan überschreitet.","9. Nach §17 BauO besteht eine Verpflichtung zur Abtretung von ""nach Maßgabe der Baulinien zu den Verkehrsflächen entfallenden Grundflächen bei beiderseitiger Bebauungsmöglichkeit bis zur Achse der Verkehrsfläche, bei einseitiger Bebauungsmöglichkeit bis zur ganzen Breite der Verkehrsfläche, in beiden Fällen aber nur bis zu 20 m, senkrecht zur Baulinie und von dieser aus gemessen"" bei Schaffung von neuen Bauplätzen. Dieser Übertrag ist lastenfrei und entgeltlos durchzuführen, soweit nach Abs 5 die Abtretung nicht mehr als 30 % der Fläche beträgt.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,,,,,
10,10. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 50 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"Nach Fertigstellung ist das Schwimmbad in der Bauwerksbuchdatenbank zu registrieren, falls erforderlich.","10. Ein Schwimmbad mit 50m³ (vorausgesetzt die anderen Anforderungen sind auch erfüllt: Abstand von mindestens 3 m von Nachbargrenzen sowie oberste Abschluss des Beckens nicht mehr als 1,50 m über dem angrenzenden Gelände) braucht nach §62a Z 22 keine Bewilligung, daher auch keine Fertigstellungsanzeige nach §128 Abs 1.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,,,,,
11,11. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 65 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"Da das Schwimmbecken 60 m³ überschreitet, ist es wahrscheinlich nicht zulässig und muss entfernt werden.","11. Bei einem Schwimmbad mit über 60 m² greift die Ausnahme §62a Z 22 nicht mehr, daher Fertigstellungsanzeige nach §128.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,,,,,
1,1. Wie hoch darf ein Gebäude in Bauklasse I gemäß Artikel IV in Wien sein?,"In Bauklasse I darf ein Gebäude in Wien maximal vier Stockwerke hoch sein.
","1. Ein Gebäude in Bauklasse I darf maximal 7,50 Meter hoch sein.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,,,,,
2,2. Welche maximale Dachneigung ist in Gartensiedlungsgebieten zulässig in Wien?,"Der Text enthält keine Informationen über die maximal zulässige Dachneigung in Gartensiedlungsgebieten Wiens.
",2. Die maximale Dachneigung beträgt 25 Grad.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,,,,,
3,3. Wie lautet die Definition von Einkaufszentren nach der Bauordnung der Stadt Wien?,"Einkaufszentren sind Bauvorhaben, die sämtliche oder bestimmte Warenarten anbieten und verkaufen.
","3. Einkaufszentren sind Bauvorhaben mit Räumen, die überwiegend für das Ausstellen und den Verkauf von Waren beziehungsweise für das damit im Zusammenhang stehende Erbringen von Dienstleistungen bestimmt sind, soweit die Fläche dieser Räume zusammen mehr als 1.600 m², im „Gemischten Baugebiet – Betriebsbaugebiet“ mehr als 1.000 m² beträgt.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,,,,,
4,4. Wie weit dürfen Keller- und Grundmauern vor der Baulinie oder Straßenfluchtlinie hervorragen?,"Keller und Grundmauern dürfen bis zu 0,5 Meter vor die Baulinie oder Straßenfluchtlinie hervorragen.",4. Laut §83 1 a dürfen sie 20cm hervorragen.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,,,,,
5,5. Mein Bauwerk überschreitet die Höhe von 26m mit einer Bauhöhe von 30m. Kann ich dafür ein vereinfachtes Baubewilligungsverfahren erhalten?,"Nein, ein vereinfachtes Baubewilligungsverfahren ist bei einer Höhe von 30 Metern nicht möglich.
","5. Nein, laut §70a Vom vereinfachten Baubewilligungsverfahren ausgenommen sind:9. Bauwerke, deren Höhe 26 m überschreitet;",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,,,,,
6,6. Wie viel Abstand muss zwischen meinem Fenster und den Grenzen des Nachbagrundstücks sein?,"Fenster müssen mindestens einen Abstand zur Nachbargrundstücksgrenze einhalten, der im Text nicht explizit genannt wird.
",6. §79 Abs 2: Der Abstand muss 2 meter von der Grenze sein außer bei öffentlichen Erholungsflächen.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,,,,,
7,7. Darf ich in Wien einen Werkzeugschupppen auf meinem als Baufläche gewidmeten Grundstück errichten. Der Schuppen soll 2 mal 3 Meter groß und 2 Meter hoch werden.,"Ja, ein Werkzeugschuppen dieser Größe ist auf einem als Baufläche gewidmeten Grundstück in Wien grundsätzlich zulässig.
","7. Nein, das darfst du nicht, weil §62a Abs 1 Z 5 WBauO.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,,,,,
8,"8. Ich möchte auf einem Grundstück der Bauklasse I ein Haus bauen. Das Haus hat an der Oberfläche einen Grundriss von 250 m², unterirdisch wird jedoch ein großer Weinkeller mit 360 m² Grundriss gebaut. Ist dieser Bau zulässig?","Nein, dieser Bau ist nicht zulässig, da unterirdische Bebauung 40% der Fläche freihalten muss.
","8. Mit 250 m² sind wir nach §76 Abs 10 noch in der maximalen Bebauung in der Bauklasse 1, der Keller zählt nach §80 nicht dazu, wäre aber oberirdisch zu groß",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,,,,,
9,"9. Ich habe auf meinen Grundstück einen Bauplatz bewilligen lassen. Die Stadt Wien sagt, ich muss davon einen Teil abtreten, um den Ausbau der Straße zu ermöglichen. Bekomme ich dafür eine Entschädigung?","Ja, Sie können eine Entschädigung für die abgetretene Grundstücksfläche erhalten, wie in den §§ 57 und 58 beschrieben.
","9. Nach §17 BauO besteht eine Verpflichtung zur Abtretung von ""nach Maßgabe der Baulinien zu den Verkehrsflächen entfallenden Grundflächen bei beiderseitiger Bebauungsmöglichkeit bis zur Achse der Verkehrsfläche, bei einseitiger Bebauungsmöglichkeit bis zur ganzen Breite der Verkehrsfläche, in beiden Fällen aber nur bis zu 20 m, senkrecht zur Baulinie und von dieser aus gemessen"" bei Schaffung von neuen Bauplätzen. Dieser Übertrag ist lastenfrei und entgeltlos durchzuführen, soweit nach Abs 5 die Abtretung nicht mehr als 30 % der Fläche beträgt.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,,,,,
10,10. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 50 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,Nach Fertigstellung muss das Schwimmbad der Behörde gemeldet und geprüft werden.,"10. Ein Schwimmbad mit 50m³ (vorausgesetzt die anderen Anforderungen sind auch erfüllt: Abstand von mindestens 3 m von Nachbargrenzen sowie oberste Abschluss des Beckens nicht mehr als 1,50 m über dem angrenzenden Gelände) braucht nach §62a Z 22 keine Bewilligung, daher auch keine Fertigstellungsanzeige nach §128 Abs 1.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,,,,,
11,11. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 65 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,Nach Fertigstellung muss das Schwimmbad bei der zuständigen Behörde angemeldet werden.,"11. Bei einem Schwimmbad mit über 60 m² greift die Ausnahme §62a Z 22 nicht mehr, daher Fertigstellungsanzeige nach §128.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,,,,,
1,1. Wie hoch darf ein Gebäude in Bauklasse I gemäß Artikel IV in Wien sein?,Gemäß Artikel IV darf ein Gebäude in Bauklasse I in Wien höchstens ein Stockwerk hoch sein.,"1. Ein Gebäude in Bauklasse I darf maximal 7,50 Meter hoch sein.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,,,,,
2,2. Welche maximale Dachneigung ist in Gartensiedlungsgebieten zulässig in Wien?,"Der Text enthält keine Informationen über die maximal zulässige Dachneigung in Gartensiedlungsgebieten Wiens.
",2. Die maximale Dachneigung beträgt 25 Grad.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,,,,,
3,3. Wie lautet die Definition von Einkaufszentren nach der Bauordnung der Stadt Wien?,Der Text enthält keine Definition von Einkaufszentren gemäß der Bauordnung der Stadt Wien.,"3. Einkaufszentren sind Bauvorhaben mit Räumen, die überwiegend für das Ausstellen und den Verkauf von Waren beziehungsweise für das damit im Zusammenhang stehende Erbringen von Dienstleistungen bestimmt sind, soweit die Fläche dieser Räume zusammen mehr als 1.600 m², im „Gemischten Baugebiet – Betriebsbaugebiet“ mehr als 1.000 m² beträgt.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,,,,,
4,4. Wie weit dürfen Keller- und Grundmauern vor der Baulinie oder Straßenfluchtlinie hervorragen?,Keller- und Grundmauern dürfen bis zu einem Meter vor die Baulinie oder Straßenfluchtlinie hervorragen.,4. Laut §83 1 a dürfen sie 20cm hervorragen.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,,,,,
5,5. Mein Bauwerk überschreitet die Höhe von 26m mit einer Bauhöhe von 30m. Kann ich dafür ein vereinfachtes Baubewilligungsverfahren erhalten?,"Nein, ein vereinfachtes Baubewilligungsverfahren ist bei einer Gebäudehöhe von 30 Metern nicht möglich.
","5. Nein, laut §70a Vom vereinfachten Baubewilligungsverfahren ausgenommen sind:9. Bauwerke, deren Höhe 26 m überschreitet;",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,,,,,
6,6. Wie viel Abstand muss zwischen meinem Fenster und den Grenzen des Nachbagrundstücks sein?,Der Text enthält keine Informationen über Fensterabstände zu Nachbargrundstücken.,6. §79 Abs 2: Der Abstand muss 2 meter von der Grenze sein außer bei öffentlichen Erholungsflächen.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,,,,,
7,7. Darf ich in Wien einen Werkzeugschupppen auf meinem als Baufläche gewidmeten Grundstück errichten. Der Schuppen soll 2 mal 3 Meter groß und 2 Meter hoch werden.,"Ob ein Werkzeugschuppen errichtet werden darf, hängt von lokalen Bauvorschriften und Bebauungsplänen ab.
","7. Nein, das darfst du nicht, weil §62a Abs 1 Z 5 WBauO.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,,,,,
8,"8. Ich möchte auf einem Grundstück der Bauklasse I ein Haus bauen. Das Haus hat an der Oberfläche einen Grundriss von 250 m², unterirdisch wird jedoch ein großer Weinkeller mit 360 m² Grundriss gebaut. Ist dieser Bau zulässig?","Der Bau ist grundsätzlich zulässig, solange die unterirdische Fläche die gärtnerische Ausgestaltung nicht behindert.
","8. Mit 250 m² sind wir nach §76 Abs 10 noch in der maximalen Bebauung in der Bauklasse 1, der Keller zählt nach §80 nicht dazu, wäre aber oberirdisch zu groß",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,,,,,
9,"9. Ich habe auf meinen Grundstück einen Bauplatz bewilligen lassen. Die Stadt Wien sagt, ich muss davon einen Teil abtreten, um den Ausbau der Straße zu ermöglichen. Bekomme ich dafür eine Entschädigung?","Ja, Sie haben Anspruch auf eine angemessene Entschädigung für die Grundstücksabtretung gemäß den geltenden Gesetzen.
","9. Nach §17 BauO besteht eine Verpflichtung zur Abtretung von ""nach Maßgabe der Baulinien zu den Verkehrsflächen entfallenden Grundflächen bei beiderseitiger Bebauungsmöglichkeit bis zur Achse der Verkehrsfläche, bei einseitiger Bebauungsmöglichkeit bis zur ganzen Breite der Verkehrsfläche, in beiden Fällen aber nur bis zu 20 m, senkrecht zur Baulinie und von dieser aus gemessen"" bei Schaffung von neuen Bauplätzen. Dieser Übertrag ist lastenfrei und entgeltlos durchzuführen, soweit nach Abs 5 die Abtretung nicht mehr als 30 % der Fläche beträgt.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,,,,,
10,10. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 50 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"Nach Fertigstellung muss das Schwimmbad ordnungsgemäß bei der zuständigen Behörde angemeldet werden.
","10. Ein Schwimmbad mit 50m³ (vorausgesetzt die anderen Anforderungen sind auch erfüllt: Abstand von mindestens 3 m von Nachbargrenzen sowie oberste Abschluss des Beckens nicht mehr als 1,50 m über dem angrenzenden Gelände) braucht nach §62a Z 22 keine Bewilligung, daher auch keine Fertigstellungsanzeige nach §128 Abs 1.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,,,,,
11,11. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 65 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,Nach Fertigstellung muss das Schwimmbad bei der zuständigen Behörde ordnungsgemäß angemeldet und geprüft werden.,"11. Bei einem Schwimmbad mit über 60 m² greift die Ausnahme §62a Z 22 nicht mehr, daher Fertigstellungsanzeige nach §128.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,,,,,
1,1. Wie hoch darf ein Gebäude in Bauklasse I gemäß Artikel IV in Wien sein?,"Gemäß Artikel IV darf ein Gebäude in Bauklasse I in Wien maximal 7,50 Meter hoch sein.
","1. Ein Gebäude in Bauklasse I darf maximal 7,50 Meter hoch sein.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
2,2. Welche maximale Dachneigung ist in Gartensiedlungsgebieten zulässig in Wien?,"Der Text enthält keine Informationen über die maximal zulässige Dachneigung in Gartensiedlungsgebieten in Wien.
",2. Die maximale Dachneigung beträgt 25 Grad.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
3,3. Wie lautet die Definition von Einkaufszentren nach der Bauordnung der Stadt Wien?,"Die Bauordnung der Stadt Wien definiert Einkaufszentren nicht explizit, behandelt sie aber als Sonderfall der Nutzung ""Handel"".
","3. Einkaufszentren sind Bauvorhaben mit Räumen, die überwiegend für das Ausstellen und den Verkauf von Waren beziehungsweise für das damit im Zusammenhang stehende Erbringen von Dienstleistungen bestimmt sind, soweit die Fläche dieser Räume zusammen mehr als 1.600 m², im „Gemischten Baugebiet – Betriebsbaugebiet“ mehr als 1.000 m² beträgt.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
4,4. Wie weit dürfen Keller- und Grundmauern vor der Baulinie oder Straßenfluchtlinie hervorragen?,"Keller und Grundmauern dürfen bis zu einem Meter vor die Baulinie oder Straßenfluchtlinie hervorragen.
",4. Laut §83 1 a dürfen sie 20cm hervorragen.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
5,5. Mein Bauwerk überschreitet die Höhe von 26m mit einer Bauhöhe von 30m. Kann ich dafür ein vereinfachtes Baubewilligungsverfahren erhalten?,"Nein, bei einer Bauhöhe von 30 Metern ist kein vereinfachtes Baubewilligungsverfahren möglich.
","5. Nein, laut §70a Vom vereinfachten Baubewilligungsverfahren ausgenommen sind:9. Bauwerke, deren Höhe 26 m überschreitet;",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
6,6. Wie viel Abstand muss zwischen meinem Fenster und den Grenzen des Nachbagrundstücks sein?,"Dieser Text enthält keine Informationen über Fensterabstände zu Nachbargrundstücken.
",6. §79 Abs 2: Der Abstand muss 2 meter von der Grenze sein außer bei öffentlichen Erholungsflächen.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
